article_id,article_num,infraction_desc,categorie_vehicule,amende_fixe,points_retrait,type_article,mots_cles,has_vitesse,has_alcool,has_ceinture,has_telephone,has_stationnement,has_feu_rouge,has_suspension,has_prison,has_recidive,has_transport
ART_065,65,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5869 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 يجب على كل من تملك دراجة بمحرك أو دراجة ثالثية العجالت بمحرك أو دراجة رباعية,vehicule_motorise,,,sanction,دراجه | العجالت | بمحرك | الذكر | امللكيه,0,0,0,0,0,0,0,0,0,0
ART_066,66,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5869 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 .تخضع جميع املركبات الخاضعة للتسجيل، أو لسند امللكية ملراقبة تقنية دورية,non_specifie,,,sanction,تخضع | تغيير | للتسجيل | املركبات | التقنيه,0,0,0,0,0,0,0,0,0,0
ART_067,67,املراقبة التقنية هي العملية التي تهدف إلى التحقق من أن املركبة الخاضعة لهذه املراقبة مطابقة لتشخيصها املحدد بموجب هذا القانون والنصوص الصادرة لتطبيقه، وأنها في حالة جيدة للسير وال يشوبها أي عيب أو خلل أو تآكل ميكانيكي غير عادي وأن أجهزة سالمتها تشتغل بصفة عادية وأنها,non_specifie,,,definition,املراقبه | املقرره | التقنيه | لهذه | بموجب,0,0,0,0,0,0,0,0,0,0
ART_068,68,.يترتب على إجراء كل نوع من أنواع املراقبة التقنية تسليم وثيقة تثبت هذه املراقبة .يجب لزوما أن توجد الوثيقة املذكورة على متن املركبة، أثناء سيرها على الطريق العمومية تحدد اإلدارة دورية املراقبة التقنية ومسطرة املراقبة وأجهزة املركبة الواجب مراقبتها ومصاريف,non_specifie,,,definition,املراقبه | التقنيه | املركبه | شكل | تثبت,0,0,0,0,0,0,0,0,0,0
ART_069,69,،يمكن أن تأمر اإلدارة بإجراء فحوص تقنية مضادة ملركبة سبق أن كانت موضوع مراقبة تقنية بناء على طلب من هيئات االفتحاص واملراقبة املؤهلة لهذا الغرض من قبل اإلدارة أو بناء على طلب .من األعوان محرري املحاضر أو استنادا إلى تقارير تحررها الهيئات أو األعوان املذكورون,non_specifie,,,definition,طلب | االعوان | املركبات | ملركبه | محرري,0,0,0,0,0,0,0,0,0,0
ART_070,70,تعتبر مصابة بأضرار خطيرة كل مركبة خاضعة للتسجيل تعرضت، على إثر حادثة، العوجاج دائم .أضر ببنيتها الحاملة أو ببنية تجميعها كما حددتها الهندسة األصلية للمركبة املقررة من قبل صانع السيارة,voiture,,,definition,اثر | خاضعه | للتسجيل | حادثه | املقرره,0,0,0,0,0,0,0,0,0,0
ART_071,71,إذا لم تعد املركبة صالحة للسير أو أصبحت تشكل خطرا على السالمة الطرقية، بسبب خطورة 102 األضرار الالحقة بها على إثر حادثة، وجب توقيفها وفق الشروط املنصوص عليها في املادتين أدناه. ويقوم حينئذ العون محرر املحضر الذي باشر املعاينات، باالحتفاظ بشهادة التسجيل105و,non_specifie,,,definition,التسجيل | بشهاده | املحضر | شهاده | شروط,0,0,0,0,0,0,0,0,0,0
ART_072,72,،يجب على مالك املركبة أو سائقها أو حائزها إخبار اإلدارة في الحال بإصابة مركبة بأضرار خطيرة .إذا لم يبلغ ذلك إلى علم املصالح املكلفة بمعاينة الحوادث : يقع اإللزام املذكور أيضا على,vehicule_motorise,,,definition,مالك | املركبه | املسوول | مركبه | ملركبه,0,0,0,0,0,0,0,0,0,0
ART_073,73,:يتوقف كل استخدام جديد ملركبة خاضعة للتسجيل أصيبت بأضرار خطيرة، على ما يلي اإلدالء بتقرير خبرة يثبت أن اإلصالحات التي تم القيام بها ال تخل بسالمة مستعملي الطريق العمومية ؛- 1 . مصادقة جديدة- 2,non_specifie,,,definition,مستعملي | صالحيتها | استخدام | بعدم | يتوقف,0,0,0,0,0,0,0,0,0,0
ART_074,74,يجب على مالك كل مركبة خاضعة للتسجيل أصبحت غير قابلة لإلصالح تقنيا على إثر حادثة، أن .يخبر اإلدارة فورا بذلك يجب، في هذه الحالة، أن تسلم إلى اإلدارة، مقابل وصل تحدد هذه األخيرة شكله ومضمونه، شهادة,vehicule_motorise,,,definition,التسجيل | شهاده | غير | اثر | مقابل,0,0,0,0,0,0,0,0,0,0
ART_075,75,إذا أعطى مالك مركبة خاضعة للتسجيل موافقته للمؤمن قصد تفويت مركبته املصرح بعدم صالحيتها اقتصاديا، نظرا لقيمتها التجارية التي تقل عن التكلفة املقدرة لإلصالحات الناتجة عن حادثة، يوجه املؤمن إلى اإلدارة، داخل أجل شهر من تاريخ االتفاق املبرم مع املالك، شهادة تسجيل,vehicule_motorise,,,definition,بعدم | املركبه | صالحيتها | فان | صالحيه,0,0,0,0,0,0,0,0,0,0
ART_076,76,أعاله تفويت املركبة قصد إصالحها، أن يوجه داخل75 يجب على املشتري، إذا تم تطبيقا للمادة .) يوما، تصريحا بالشراء إلى اإلدارة التي تسلمه وصال بذلك30( أجل ثالثين,non_specifie,,,definition,تطبيقا | قصد | يوجه | يوما | ثالثين,0,0,0,0,0,0,0,0,0,0
ART_077,77,أعاله، أن تخضع املركبة املصرح بعدم75 من املادة2 يجب في الحاالت املشار إليها في الفقرة صالحيتها اقتصاديا من قبل الخبراء الذين انتدبهم املؤمنون على إثر حادثة، إلى مراقبة تقنية قبل أي .استخدام جديد لها,non_specifie,,,definition,تخضع | صالحيتها | استخدام | بعدم | اثر,0,0,0,0,0,0,0,0,0,0
ART_078,78,أعاله، خبير في السيارات، يتوفر75 و74 و73 و71 يقوم بإعداد تقارير الخبرة املذكورة في املواد ،على أهلية لتسليم الشهادات التي تثبت أن املركبات غير قابلة لإلصالح أو مصابة بأضرار خطيرة ومتوفر على تكوين أولي وتكوين مستمر في مراقبة املركبات غير القابلة لإلصالح أو املصابة بأضرار,non_specifie,,,definition,املركبات | غير | تثبت | السيارات | يتوفر,0,0,0,0,0,0,0,0,0,0
ART_079,79,. أعاله78 تضع اإلدارة القائمة الوطنية للخبراء الذين تتوفر فيهم األهلية املشار إليها في املادة األمانة العامة للحكومة املركبات املدرجة في عداد التحف,non_specifie,,,definition,الذين | تتوفر | الوطنيه | الباب | املركبات,0,0,0,0,0,0,0,0,0,0
ART_080,80,بعده، أن81 يجوز ملالك كل مركبة خاضعة للتسجيل، يتوفر فيها أحد الشروط املشار إليها في املادة .يطلب إدراج مركبته في عداد التحف يجب أن تقيد في شهادة التسجيل كل مركبة مدرجة في عداد التحف عبارة «مركبة مدرجة في عداد,vehicule_motorise,,,definition,مركبه | احد | بعده | يتوفر | خاضعه,0,0,0,0,0,0,0,0,0,0
ART_081,81,: يمكن أن تدرج في عداد التحف : كل مركبة ذات محرك، مهما كان عمرها، يتوفر فيها أحد الشروط التالية- 1 أ) أن يكون لها طابع تاريخي ؛,voiture,,,definition,محرك | ذات | اثر | احد | مركبه,0,0,0,0,0,0,0,0,0,0
ART_082,82,يجب، ألجل إدراج مركبة في عداد التحف، أن تكون مزودة باألجهزة املحركة وأدوات التعليق .والحصر والرؤية واإلنارة وأن تكون صالحة للسير، وتثبت هذه الصالحية بشهادة للمراقبة التقنية .ال يمكن أن تدرج في عداد التحف املركبات املوجودة في حالة حطام,vehicule_motorise,,,definition,يجب | للسير | بشهاده | للمراقبه | املركبات,0,0,0,0,0,0,0,0,0,0
ART_083,83,.يجب أال تغادر املركبات املدرجة في عداد التحف منطقة تسجيلها واملناطق املجاورة لها غير أنها تخضع لإلدالء بتصريح مسبق إلى اإلدارة، قصد السير خارج املنطقة املذكورة ألجل .املشاركة في التظاهرات أو السباقات الرياضية املطلوبة للمشاركة فيها,non_specifie,,,definition,تخضع | خارج | قصد | فيها | السير,0,0,0,0,0,0,0,0,0,0
ART_084,84,.تخضع املركبات املدرجة في عداد التحف لشروط مصادقة وتسجيل خاصة تحددها اإلدارة تخضع املركبات املذكورة للمراقبة التقنية الدورية وفق شروط خاصة تحددها اإلدارة وللتأمين .اإلجباري على السيارات إذا كانت تسير على الطريق العمومية,non_specifie,,,definition,تخضع | خاصه | تحددها | تسير | املركبات,0,0,0,0,0,0,0,0,0,0
ART_085,85,: يراد في مفهوم هذا القانون بما يلي تجمع عمراني : فضاء تجتمع فيه مبان ويشار خصيصا إلى مداخله ومخارجه ؛ باحة عامة للتوقف : كل مكان لتوقف املركبات في فضاء محروس أو غير محروس مملوك لجماعة,moto,,,definition,مستعملي | الطريق | للسير | طريق | دراجه,1,0,0,0,0,0,0,0,0,0
ART_086,86,.تحدد قواعد السير الواجبات التي على مستعملي الطريق العمومية التقيد بها تحدد هذه القواعد من قبل اإلدارة قصد الحفاظ، في كل مكان وفي كل الظروف، على النظام العام والسالمة العمومية وسالمة السائقين والراكبين وحماية صحة األشخاص وجودة البيئة وحماية األمالك,non_specifie,,,definition,العموميه | تحدد | الطريق | مستعملي | قواعد,0,0,0,0,0,0,0,0,0,0
ART_087,87,يجب أن تمكن قواعد السير على الطريق العمومية، املبنية على املبادئ املحددة أعاله، من تسهيل سير مستعملي الطريق العمومية وسيولة سير املركبات وسالمة نقل األشخاص واملمتلكات واستعمال .املركبات من غير مضايقة املستعملين اآلخرين للطريق العمومية,vehicule_motorise,,,definition,شروط | قواعد | مستعملي | السير | للسير,1,0,0,0,0,0,0,0,0,0
ART_088,88,87 عالوة على قواعد االستعمال العام واالستعمال الخاص للطريق العمومية املشار إليها في املادة : أعاله، تتعلق قواعد السير على الطريق السيار خاصة بما يلي شروط ولوج الطريق السيار والخروج منه عبر املسالك املوصلة إليه ؛- 1,voiture,,,definition,السيار | السير | املوصله | شروط | قواعد,0,0,0,0,0,0,0,0,0,0
ART_089,89,يمكن للسلطة الحكومية املكلفة بالطرق أو للسلطات املحلية أو للجماعات الترابية، كل داخل نطاق اختصاصها، أن تسن التدابير الدائمة أو املؤقتة الالزمة لضمان سهولة أو سالمة السير أو لتفادي . اإلتالف غير العادي للطريق العمومية,non_specifie,,,definition,الطرق | السير | للطريق | الحكوميه | تطبيق,0,0,0,0,0,0,0,0,0,0
ART_090,90,ترجح اإلشارات التي يعطيها األعوان املؤهلون قانونا لذلك واملنظمون للسير في الطريق العمومية .على كل تشوير أو أضواء التشوير أو قواعد السير .ترجح إشارات أضواء التشوير على عالمات التشوير الطرقي األخرى,non_specifie,,,definition,قواعد | للسير | االخري | االعوان | السير,0,0,0,0,0,0,0,0,0,0
ART_091,91,يمنع على املركبات، بالرغم عن كل األحكام املخالفة، كل إشهار يستعمل الضوء بواسطة آلة أو جهاز يمنع كذلك، وضع اللوحات اإلشهارية على الطريق العمومية والالفتات وكل األجهزة األخرى التي تبهر السائقين أو تؤدي بهم إلى الخطأ أو تمثل أو تقلد، ولو جزئيا، إشارات طرقية أو تختلط من بعيد,non_specifie,,,definition,يمنع | كذلك | االخري | االحكام | جهاز,0,0,0,0,0,0,0,0,0,0
ART_092,92,: يجب على كل سائق أن يكون في حالة بدنية وعقلية تمكنه من سياقة مركبته أو حيواناته وفي التحكم فيها باستمرار ؛- 1 : أن يمتنع عن السياقة خاصة في الحاالت التالية- 2,vehicule_motorise,,,definition,بسبب | تاثير | وضع | تحت | مركبته,0,1,0,0,0,0,0,0,0,0
ART_093,93,.يجب على كل سائق استعمال أجهزة السالمة ولوازمها وفق الشروط املحددة من قبل اإلدارة,non_specifie,,,definition,استعمال | اجهزه | سايق | املحدده | وفق,0,0,0,0,0,0,0,0,0,0
ART_094,94,: يجب على كل راجل عند استعماله الطريق العمومية -	اتخاذ االحتياطات الالزمة لتجنب كل خطر سواء على نفسه أو على الغير ؛ -	التقيد بقواعد السير الخاصة املتعلقة به واملحددة بهذا القانون والنصوص املتخذة لتطبيقه ؛,non_specifie,,,definition,العقوبات | االول | الطريق | اتخاذ | االداريه,0,0,0,0,0,0,1,0,0,0
ART_095,95,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5870 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال تصدر اإلدارة قرارا بسحب رخصة السياقة، إذا لم يدفع الشخص الحاصل عليها مبلغ الغرامة,non_specifie,,,sanction,هما | معا | تسلم | الصادره | املدنيه,0,0,0,0,0,0,1,0,0,0
ART_096,96,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5870 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال تصدر اإلدارة قرارا بتوقيف رخصة السياقة ملدة ال تتجاوز ثالثة أشهر للمرة األولى وستة أشهر في,vehicule_motorise,,,sanction,ورقه | وزمن | قياس | السرعه | سحب,1,0,0,0,0,0,0,0,1,0
ART_097,97,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5870 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 : يمكن أن تصدر اإلدارة قرارا بسحب رخصة السياقة,moto,,,sanction,بسبب | اال | رخصه | طبي | املركبات,0,0,0,0,0,0,1,0,0,0
ART_098,98,96 و95 يتوقف أثر توقيف أو سحب رخصة السياقة املقرر من قبل اإلدارة وفقا ألحكام املواد ، أعاله، كيفما كانت مدته، بعد أي قرار بالحفظ تصدره النيابة العامة أو إذا أصبح قابال للتنفيذ97و من أجل نفس األفعال، مقرر قضائي حائز لقوة الآشيء املقغضي به بتوقيف أو إلغاء رخصة السياقة,non_specifie,,,definition,سحب | املقرر | يتوقف | اثر | مقرر,0,0,0,0,0,0,1,0,0,0
ART_099,99,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت ومتمت مبوجب املادة األوىل من القانون رقم )5871 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال من هذا القانون، تقوم، بقوة القانون، السلطة املحدثة لديها الجذاذية29 طبقا ألحكام املادة,vehicule_motorise,,,sanction,اثر | سير | الساعه | حادثه | التوقف,1,1,1,1,0,0,1,0,0,0
ART_100,100,أعاله، وفي حالة تعدد الجنح املرتكبة في آن واحد من بينها جنحة واحدة99 استثناء من أحكام املادة أعاله، فإن عدد النقط الواجب خصمها من رصيد النقط99 من املادة5 و3 و1 من الجنح املشار إليها في نقطة على األكثر، وفي حالة تعدد الجنح األخرى املرتكبة في آن واحد فإن عدد النقط الواجب16 يساوي,non_specifie,,,definition,النقط | رصيد | فان | واحد | الواجب,0,0,0,0,0,0,0,0,0,0
ART_101,101,اليمكن توقيف املركبات أو إيداعها باملحجز إال في الحاالت ووفق الشروط املنصوص عليها في هذا,non_specifie,,,definition,توقيف | املركبات | باملحجز | االول | الفرع,0,0,0,0,0,0,0,0,0,0
ART_102,102,توقيف املركبة هو األمر الذي يصدره العون محرر املحضر، احتياطيا، للسائق بتوقيف مركبته في .مكان معاينة املخالفة أو على مقربة منه، مع التقيد بالقواعد املتعلقة بالتوقف .تبقى املركبة، خالل مدة توقيفها، تحت املسؤولية القانونية لسائقها أو ملالكها,non_specifie,,,definition,املالك | مركبته | مكان | محرر | املحضر,0,0,0,0,0,0,0,0,0,0
ART_103,103,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (متمت مبوجب املادة األوىل من القانون رقم )5871 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال : عالوة على الحاالت املنصوص عليها في القانون، يجب األمر بتوقيف املركبة في الحاالت التالية,vehicule_motorise,,,sanction,عدم | االدالء | وجود | بالنسبه | اجهزه,1,1,0,0,0,0,0,0,0,0
ART_104,104,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 - 5871 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال : أعاله، حسب الحاالت، على النحو التالي102 يتم توقيف املركبة، كما هو معرف في املادة,non_specifie,,,sanction,حين | ايام | الحاله | بتوقيف | االمر,1,0,0,0,0,0,0,0,0,0
ART_105,105,وفي9 إلى5 يمكن تنفيذ قرار التوقيف الناتج عن مخالفة تتعلق بالحاالت املشار إليها في البنود من أعاله، في مكان يستطيع فيه سائق املركبة الحصول على وسائل103 من املادة14 و12 و11 البنود إنهاء املخالفة. وال تجوز ممارسة هذه اإلمكانية، إال إذا كان من املتيسر اقتياد املركبة إلى هذه األمكنة,non_specifie,,,definition,البنود | وفق | اال | شروط | قرار,0,0,0,0,0,0,0,0,0,0
ART_106,106,من20 و19 و18 يتم توقيف املركبة على النحو التالي، فيما يخص الحاالت املشار إليها في البنود : أعاله103 املادة يجب عند تجاوز عدد الركاب املأذون به في حالة النقل الجماعي لألشخاص، نقل األشخاص- 1,vehicule_motorise,,,definition,املاذون | الحموله | النقل | للمركبه | االشخاص,0,0,0,0,0,0,0,0,0,0
ART_107,107,إذا لم يتم إنهاء املخالفة التي بررت التوقيف، وقت مغادرة العون محرر املحضر ملكان إيقاف املركبة، يقوم هذا العون برفع األمر إلى اإلدارة التابع لها مع تسليمها شهادة التسجيل أو رخصة .السياقة حسب نوعية املخالفة,non_specifie,,,definition,العون | يقوم | املحضر | نسخه | التابع,0,0,0,0,0,0,0,0,0,0
ART_108,108,:يرفع التوقيف، ما لم توجد أحكام مخالفة في عين املكان، من قبل العون محرر املحضر، الذي أمر به وذلك فور إنهاء املخالفة ؛- 1 من قبل السلطة املؤهلة التابع لها العون محرر املحضر واملرفوع إليها األمر وفق الشروط- 2,non_specifie,,,definition,محرر | العون | املحضر | املخالفه | اليها,0,0,0,0,0,0,0,0,0,0
ART_109,109,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال ) ساعة، من ساعة توقيف72( إذا لم يثبت املخالف انتهاء املخالفة، داخل أجل اثنتين وسبعين,non_specifie,,,sanction,املحجز | التوقيف | ساعه | السلطه | بااليداع,0,0,0,0,0,0,0,0,0,0
ART_110,110,اإليداع في املحجز هو تنقيل مركبة أو جزء من مركبة متمفصلة موضوع مخالفة، إلى مكان يعينه العون محرر املحضر أو السلطة املختصة أو السلطة القضائية وحراستها فيه، قصد االحتفاظ بها في .ذلك املكان طوال املدة املقررة، على نفقة مالكها,vehicule_motorise,,,definition,املحجز | السلطه | املركبات | مركبه | االيداع,0,0,0,0,0,0,0,0,0,0
ART_111,111,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال عالوة على الحاالت املنصوص عليها في القانون، يصدر ضابط الشرطة القضائية أو العون محرر,moto,,,sanction,استخدام | استعمال | املركبه | املصادقه | السلطه,1,0,0,0,0,0,0,0,0,0
ART_112,112,بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (نسخت وعوضت مبوجب املادة الثانية من القانون رقم )5880 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 من شوال13 عالوة على الحاالت املنصوص عليها في القانون، ومع مراعاة أال يكون قد صدر أي مقرر قضائي بإيداع,vehicule_motorise,,,sanction,باملحجز | ايام | بالنسبه | تسير | البند,1,0,0,0,0,0,0,0,0,0
ART_113,113,يجب على العون محرر املحضر، الذي أعد محضر معاينة املخالفة املبررة لإليداع في املحجز، أن يحيل األمر على ضابط الشرطة القضائية املختص من حيث املكان أو على السلطة التابع لها العون .املذكور، في الحاالت التي ينص فيها هذا القانون على اإليداع في املحجز,vehicule_motorise,,,definition,املحجز | االيداع | السلطه | االمر | االحتفاظ,0,0,0,0,0,0,0,0,0,0
ART_114,114,إذا أودع السائق أو املالك أو املسؤول املدني املركبة باملحجز، وجب عليه أن يسلم إلى حارس املحجز األمر باإليداع، الذي يعده العون محرر املحضر أو اإلدارة، ويتسلم من الحارس املذكور .شهادة باإليداع في املحجز,non_specifie,,,definition,بااليداع | املحجز | االيداع | االمر | املسوول,0,0,0,0,0,0,0,0,0,0
ART_115,115,ال يمكن إصالح املركبة املودعة في املحجز بسبب سوء حالتها امليكانيكية التي ال تسمح بالسير وفق .شروط السالمة العادية، إال بعد انقضاء مدة اإليداع ال يمكن أن يسحب املركبة من املحجز إال املكلفون من قبل املالك أو السائق أو املسؤول املدني,non_specifie,,,definition,املسوول | املالك | السايق | وفق | املحجز,0,0,0,0,0,0,0,0,0,0
ART_116,116,يجب إزاحة املركبة املودعة في املحجز، لعدم توفرها على وثيقة املراقبة التقنية أو لعدم صالحية هذه األخيرة، ونقلها إلى أقرب مركز للمراقبة التقنية، بواسطة مركبة مرخص لها، إلخضاعها إلى .املراقبة التقنية,vehicule_motorise,,,definition,التقنيه | املراقبه | صالحيه | مركز | للمراقبه,0,0,0,0,0,0,0,0,0,0
ART_117,117,.يتحمل مالك املركبة أو املسؤول املدني عنها مصاريف اإلزاحة والحراسة في املحجز والخبرة األمانة العامة للحكومة,non_specifie,,,definition,املسوول | عنها | املحجز | مالك | الباب,0,0,0,0,0,0,0,0,0,0
ART_118,118,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال أعاله لغرامة60 و59 يتعرض كل مالك أو حائز ملركبة ال يتقيد باألجل املنصوص عليه في املادتين,vehicule_motorise,500.0,,sanction,شهر | بمثابه | غرامه | مبلغها | مبلغ,0,0,0,0,0,0,0,0,0,0
ART_119,119,كل مالك مركبة أجنبية، التتوفر على رقم تسجيل مغربي، يقوم بعملية النقل بين نقطتين داخل التراب املغربي، دون ترخيص خاص مسلم من قبل مصالح السلطة الحكومية املكلفة بالنقل، يعاقب .) درهم عن كل طن من الوزن اإلجمالي للمركبة محملة5000( بغرامة إدارية مبلغها خمسة آالف,vehicule_motorise,5000.0,,obligation,الغرامه | مبلغها | باملحجز | الحكوميه | املخالفه,0,0,0,0,0,0,0,0,1,0
ART_120,120,تحدث جذاذيتان إداريتان تتعلق األولى برخص السياقة والثانية باملركبات، تسميان تباعا «الجذاذية الوطنية لرخصة السياقة» و«الجذاذية الوطنية للمركبة» تسجل فيهما تلقائيا املعطيات . بعده133 و128 املنصوص عليها في املادتين,vehicule_motorise,,,definition,الوطنيه | بعده | املعطيات | لرخصه | املادتين,0,0,0,0,0,0,0,0,0,0
ART_121,121,: تهدف الجذاذيتان املحدثتان بهذا القانون إلى تمكين األشخاص املعنيين باملعطيات التي تم تجميعها، من التوفر على معلومات حول وضعية رخصة السياقة أو املركبة املقصودة ؛,non_specifie,,,definition,بموجب | التوفر | املسجله | املعطيات | ومن,0,0,0,0,0,0,0,0,0,0
ART_122,122,تختص السلطة الحكومية املكلفة بالنقل أو املوظفون املنتدبون من لدنها لهذا الغرض، واملنشورة ،قائمتهم في الجريدة الرسمية، وحدهم بإصدار األمر أو القيام أو العمل على القيام، تحت مسؤوليتهم بتسجيل املعطيات املنصوص عليها في هذا القانون وتصحيحها وتحيينها وكذا بإخبار األشخاص,non_specifie,,,definition,القيام | الحكوميه | بالنقل | املكلفه | املعطيات,0,0,0,0,0,0,0,0,0,0
ART_123,123,يجب على السلطة املختصة، عندما تتلقى املعطيات الواجب تسجيلها، أن تخبر بذلك األشخاص املعنيين، مع بيان حقهم في االطالع والتصحيح املخول لهم بموجب هذا القانون وكيفيات ممارسة .يتم اإلخبار بواسطة رسالة مضمونة مع إشعار باالستالم,non_specifie,,,definition,بموجب | عندما | رساله | باالستالم | مضمونه,0,0,0,0,0,0,0,0,0,0
ART_124,124,يمكن أن تعالج املعلومات واملعطيات التي تم تجميعها تطبيقا لهذا القانون، بطريقة آلية، وفقا .للقواعد التي تحددها اإلدارة,non_specifie,,,definition,تطبيقا | املعلومات | لهذا | تحددها | التي,0,0,0,0,0,0,0,0,0,0
ART_125,125,يلزم األشخاص املكلفون، بأي صفة من الصفات، بمسك الجذاذيتين بكتمان السر املنهي، وفقا . من القانون الجنائي وتحت طائلة العقوبات املقررة فيه446 ألحكام الفصل األمانة العامة للحكومة,non_specifie,,,definition,الجنايي | الفصل | العقوبات | املقرره | االشخاص,0,0,0,0,0,0,0,0,0,0
ART_126,126,)5000( ) إلى خمسة آالف2000( يعاقب بالحبس من ثالثة أشهر إلى ثالث سنوات وبغرامة من ألفين درهم على القيام، بسوء نية، بتسجيل إدانة قضائية أو قرار إداري في الجذاذية الوطنية لرخصة .السياقة أو في الجذاذية الوطنية للمركبة,vehicule_motorise,,,obligation,الوطنيه | ثالث | قرار | لرخصه | الفين,0,0,0,0,0,0,0,0,0,0
ART_127,127,)2000( بصرف النظر عن العقوبة األشد، يعاقب بالحبس من شهر إلى ستة أشهر وبغرامة من ألفين ) درهم أو بإحدى هاتين العقوبتين فقط، على كل انتحال السم أو صفة قصد5000( إلى خمسة آالف .الحصول على كشف للبيانات املسجلة واملتعلقة بأحد األغيار,non_specifie,5000.0,,obligation,العقوبه | املسجله | غير | العقوبتين | هاتين,0,0,0,0,0,0,0,0,0,0
ART_128,128,أعاله ووفق الشروط122 تقوم السلطات املختصة أو تعمل على القيام، طبقا ألحكام املادة والكيفيات التي تحددها اإلدارة، بتسجيل املعطيات املتعلقة برخصة السياقة، في الجذاذية الوطنية : لرخصة السياقة، وخاصة منها,non_specifie,,,definition,املعطيات | املتعلقه | صالحيتها | تسليمها | السلطات,0,0,0,0,0,0,0,0,0,0
ART_129,129,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال يجب محو املعلومات املتعلقة باإلدانات القضائية الصادرة في شأن رخصة السياقة عند انصرام,non_specifie,,,sanction,املعلومات | انصرام | تاريخ | قرار | مبلغ,0,0,0,0,0,0,0,0,0,0
ART_130,130,يحق لصاحب رخصة السياقة االطالع على الكشف الكامل للبيانات املتعلقة به وتسلم نسخة منه بطلب منه. وله أن يطلب تصحيح املعطيات املغلوطة أو محو املعطيات وفق الشروط املنصوص عليها . في هذا القانون والنصوص الصادرة لتطبيقه,non_specifie,,,definition,املعطيات | الكشف | نسخه | والنصوص | وفق,0,0,0,0,0,0,0,0,0,0
ART_131,131,: يسلم كشف البيانات الشخصية املتعلقة برخصة السياقة، إلى السلطات التالية، بناء على طلبها السلطات القضائية ؛- 1 ضباط الشرطة القضائية املكلفون بتنفيذ أمر قضائي أو العاملون في إطار بحث قضائي ؛- 2,non_specifie,,,definition,السلطات | املكلفه | القضاييه | قضايي | صالحيتها,0,0,0,0,0,0,0,0,0,0
